"dt","brand","framework","ads_format","impression","click","cost","order_cnt","pay_amount","new_customer_cnt","new_customer_cost","new_customer_pay_amount","cost_ly","pay_amount_ly","new_customer_cnt_ly","new_customer_cost_ly","new_customer_pay_amount_ly","cost_target","pay_amount_target","new_customer_cnt_target","new_customer_cost_target"
"2026-02-27","W Polo","Acceleration","ZTC","4998","254","538.61","15","4197.22","5","192.94","1150.17","587.67","4511.54","5","175.78","1093.75","541.46","3808.93","5","211.28"
"2026-02-27","W Polo","Acceleration","YLMF","3798","261","606.24","17","2350.96","4","281.41","503.97","674.12","2420.28","5","225.34","383.25","642.59","2574.33","4","264.6"
"2026-02-27","W Polo","Acceleration","QZT","2969","171","316.97","11","2632.48","3","104.5","759.38","288.31","2212.73","3","88.48","833.59","347.71","2729.24","3","97.98"
"2026-02-27","W Polo","Foundation","ZTC","3745","155","462.33","7","879.2","1","183.94","252.86","397.84","764.62","1","178.79","268.29","442.84","946.16","1","176.62"
"2026-02-27","W Polo","Foundation","YLMF","3793","167","522.15","6","1248.72","2","184.11","277.68","454.21","1092.87","2","209.3","208.69","548.98","1190.5","2","196.57"
"2026-02-27","W Polo","Foundation","QZT","2591","149","464.94","10","1310.68","3","203.41","295.93","491.32","1190.28","3","169.73","271.8","446.12","1387.26","3","206.19"
"2026-02-28","M Polo","Acceleration","ZTC","6686","290","659.58","23","4654.18","8","260.98","1152.93","588.54","5311.09","7","265.57","879.07","678.36","4257.2","8","283.9"
"2026-02-28","M Polo","Acceleration","YLMF","6104","229","781.09","12","2800.3","4","253.98","580.01","873.24","2385.86","4","207.7","584.69","759.76","2719.59","4","250.71"
"2026-02-28","M Polo","Acceleration","QZT","4811","323","752.18","23","2034.13","8","275.57","533.73","659.92","2001.5","7","273.53","540.77","803.23","2129.52","8","274.58"
"2026-02-28","M Polo","Foundation","ZTC","6644","360","836.88","7","1104.36","2","294.81","373.43","877.78","1145.01","2","263.43","354.13","898.4","1211.57","2","300.44"
"2026-02-28","M Polo","Foundation","YLMF","5767","206","422.51","5","861.38","1","179.45","191.8","435.94","786.1","1","174.79","161.9","424.38","899.37","1","167.36"
"2026-02-28","M Polo","Foundation","QZT","3917","235","438.16","11","1537.91","3","144.85","526.49","421.79","1332.9","3","123.41","520.25","462.4","1495.09","3","132.17"
"2026-02-28","M Polo","T-shirt","ZTC","4314","232","409.69","10","1209.79","2","187.53","396.23","440.12","1038.57","2","177.83","364.95","408.49","1162.1","2","181.25"
"2026-02-28","M Polo","T-shirt","YLMF","2885","113","360.43","3","653.14","1","116.96","142.42","311.12","552.4","1","93.67","107.42","375.9","642.54","1","109.31"
"2026-02-28","M Polo","T-shirt","QZT","2301","81","204.03","5","795.28","1","77.27","228.75","205.52","712.73","1","76.02","258.29","220.66","716.63","1","73.6"
"2026-02-28","M Polo","Complemen","ZTC","2518","88","251.4","7","963.45","3","75.95","234.92","224.42","821.87","3","83.29","245.44","259.48","879.22","3","72.23"
"2026-02-28","M Polo","Complemen","YLMF","2270","84","145.4","5","1410.27","2","56.74","404.11","128.02","1338.47","2","57.21","318.63","143.67","1356.59","2","59.55"
"2026-02-28","M Polo","Complemen","QZT","1404","58","121.3","2","253.66","1","48.5","68.17","111","231.19","1","51.3","72.6","128.47","259.16","1","50.37"
"2026-02-28","W Polo","Acceleration","ZTC","4992","316","732.01","19","3635.14","5","252.85","903.81","657.41","3499.6","5","263.97","694.51","793.96","3390.72","5","277.59"
"2026-02-28","W Polo","Acceleration","YLMF","4432","270","488.11","21","4572.67","8","206.62","999.38","517.6","4370.19","8","226.07","875.21","514.86","4886.27","8","202.62"
"2026-02-28","W Polo","Acceleration","QZT","3182","156","256.01","4","926.38","2","80.31","316.93","221.64","991.76","2","85.64","259.38","259.37","973.85","2","85.1"
"2026-02-28","W Polo","Foundation","ZTC","4649","295","986.32","18","3070.16","7","452.08","870.56","1076.47","3444.14","7","438.21","947.49","1050.37","3202.95","7","465"
"2026-02-28","W Polo","Foundation","YLMF","4074","234","490.61","18","4067.03","7","155.56","835.21","501.44","3485.72","7","144.18","803.59","467.86","4290.73","7","156.07"
"2026-02-28","W Polo","Foundation","QZT","2745","83","223.73","5","1285.03","1","79.59","355.31","249.53","1031.36","1","76.59","295.85","212.77","1213.98","1","80.04"
"2026-03-01","M Polo","Acceleration","ZTC","10650","350","573.57","25","5913.11","10","268.02","1780.53","631.75","6246.03","8","232.67","1530.75","621.92","6410.83","9","258.89"
"2026-03-01","M Polo","Acceleration","YLMF","7812","456","1212.8","35","9551.12","6","368.58","2500.73","1314.3","10440.02","6","368.67","2242.61","1180.58","9461.57","6","331.89"
"2026-03-01","M Polo","Acceleration","QZT","5577","324","747.36","19","4079.41","3","338.01","827.67","851.95","4478.03","2","307.73","822.74","722.56","4040.13","3","363.49"
"2026-03-01","M Polo","Foundation","ZTC","8440","427","643.74","23","6205.03","9","199.54","1672.63","727.26","5299.88","7","166.76","1569.69","667.18","6406","9","190.44"
"2026-03-01","M Polo","Foundation","YLMF","6844","265","719.61","16","4202.25","5","333.68","1426.82","808.18","3732.48","5","278.24","1166.49","761.91","4001.17","5","333.01"
"2026-03-01","M Polo","Foundation","QZT","5105","345","1052.29","16","2765.68","5","390.08","626.42","1109.05","3044.57","5","437.3","593.93","1043.01","2766.67","5","377.45"
"2026-03-01","M Polo","T-shirt","ZTC","4970","196","625.17","6","1449.06","2","210.72","430.74","710.01","1522.38","2","195.64","454.63","634.18","1554.28","2","231"
"2026-03-01","M Polo","T-shirt","YLMF","4552","268","745.39","19","2308.04","5","261.52","639.07","667.21","2522.04","4","210.4","585.37","817.41","2240.65","5","278.82"
"2026-03-01","M Polo","T-shirt","QZT","2734","85","174.21","3","806.14","1","72.81","254.97","172.63","650.64","1","78.88","284.67","176.74","850.4","1","73.02"
"2026-03-01","M Polo","Complemen","ZTC","3104","190","383.45","9","1339.71","3","160.32","403.62","393.08","1531.88","2","163.91","389.48","406.76","1430.82","3","174.2"
"2026-03-01","M Polo","Complemen","YLMF","2416","153","446.06","9","970.14","3","138.36","204.68","475.34","932.27","2","144.73","172.69","450.94","951.98","3","149.45"
"2026-03-01","M Polo","Complemen","QZT","2099","111","374.72","4","1121.46","1","163.69","329.78","349.32","952.42","1","138.97","370.31","371.82","1080.94","1","179.51"
"2026-03-01","W Polo","Acceleration","ZTC","6836","461","900.89","32","3715.38","6","307.77","975.17","926.34","3356.24","6","350.95","867.72","933.56","3788.24","6","316.18"
"2026-03-01","W Polo","Acceleration","YLMF","5160","210","412.47","12","1738.64","4","125.68","361.26","456.06","1670.53","4","141.6","384.61","402.87","1834.44","4","119.42"
"2026-03-01","W Polo","Acceleration","QZT","4044","197","630.82","5","975.18","1","281.31","330.3","596.11","1112.93","1","289.52","369.87","652.81","1070.21","1","269.81"
"2026-03-01","W Polo","Foundation","ZTC","5707","183","423.69","8","2275.94","2","144.36","722.61","399.77","2394.07","2","139.9","775.39","409.95","2376.15","2","132.77"
"2026-03-01","W Polo","Foundation","YLMF","4809","169","492.17","9","1766.72","3","197.1","530.1","562.8","1779.65","3","185.07","594.31","533.55","1759.08","3","196.74"
"2026-03-01","W Polo","Foundation","QZT","4227","249","700","18","2438.88","3","300.64","591.02","639.33","2527.78","3","286.97","563.59","755.08","2423.46","3","320.23"
"2026-03-02","M Polo","Acceleration","ZTC","7791","501","1629.81","32","7499.16","6","784.04","2314.99","1850.4","8039.15","5","733.22","2091.83","1750.24","7145.43","6","755.29"
"2026-03-02","M Polo","Acceleration","YLMF","6226","435","872.95","15","1665.52","2","272.13","405.28","825.17","1445.88","2","239.18","380.05","925.47","1621.07","2","250.47"
"2026-03-02","M Polo","Acceleration","QZT","5528","303","741.76","20","2683.71","6","333.84","590.92","697.5","2450.21","5","371.76","638.68","799.21","2803.43","6","313.3"
"2026-03-02","M Polo","Foundation","ZTC","7607","371","921.87","20","1737.85","7","427.36","461.12","889.79","1991.81","6","416.56","434.71","881.68","1564.8","7","408.73"
"2026-03-02","M Polo","Foundation","YLMF","5077","283","797.24","15","4245.74","4","319.39","915.92","878.55","4445.29","4","299.44","866.64","798.64","4493.73","4","305.15"
"2026-03-02","M Polo","Foundation","QZT","3731","246","447.16","13","3013.58","5","192.83","752.29","495.76","2990.03","4","197.14","810.76","443.59","2879","5","194.57"
"2026-03-02","M Polo","T-shirt","ZTC","4638","154","431.31","9","2236.05","1","214.74","608.74","391.37","1886.22","1","175","674.12","451.41","2279.95","1","202.06"
"2026-03-02","M Polo","T-shirt","YLMF","3971","136","360.7","9","1540.68","3","108.38","358.82","313.16","1723.97","2","104.51","272.08","365.69","1541.65","3","118.04"
"2026-03-02","M Polo","T-shirt","QZT","2670","156","317.04","9","1274.69","3","105.86","261.44","316.92","1316.5","3","95.37","297.39","344.23","1341.47","3","108.28"
"2026-03-02","M Polo","Complemen","ZTC","2693","99","264.31","7","1069.14","1","113.54","281.64","280.57","892.04","1","91.31","230.46","278.8","1076.6","1","123.71"
"2026-03-02","M Polo","Complemen","YLMF","1989","130","277.3","7","1663.77","1","105.74","515.55","311.89","1441.52","1","119.05","405.61","263.69","1624.18","1","103.76"
"2026-03-02","M Polo","Complemen","QZT","1543","67","187.2","2","278.5","1","79.31","64.56","191.42","299.71","1","64.06","56.89","204.97","255.29","1","71.71"
"2026-03-02","W Polo","Acceleration","ZTC","7182","467","1388.06","11","2251","4","465.91","465.78","1352.6","1827.54","3","452.92","463.57","1337.81","2235.4","4","490.56"
"2026-03-02","W Polo","Acceleration","YLMF","5272","201","367.3","13","3255.7","3","161.49","825.92","327.81","3093.75","2","169.36","813.6","361.25","3126.18","3","147.64"
"2026-03-02","W Polo","Acceleration","QZT","3474","174","497.87","7","1446.71","2","196.04","315.54","550.81","1388.17","2","206.25","358.08","525.03","1550.23","2","198.53"
"2026-03-02","W Polo","Foundation","ZTC","5254","343","729.77","12","1188.09","3","224.45","360","713.33","1168.22","2","205.92","389.11","782","1298","3","226.33"
"2026-03-02","W Polo","Foundation","YLMF","4899","335","1115.32","15","4436.49","5","489.61","1326.86","1255.94","5007.46","4","500.96","1090.46","1182.06","4193.09","5","443.01"
"2026-03-02","W Polo","Foundation","QZT","3545","166","295.41","12","1114.87","2","126.6","335.83","264.47","1225.65","2","136.07","255.55","309.24","1090.79","2","124.58"
"2026-03-03","M Polo","Acceleration","ZTC","9288","612","1544.6","18","3138.81","3","654.56","900.33","1389.9","3107.75","3","534.88","763.6","1650.72","3370.54","3","694.22"
"2026-03-03","M Polo","Acceleration","YLMF","7942","410","1351.69","26","7160.79","10","478.99","2214.21","1485.47","8156.31","9","529.94","2451.5","1343.67","7807.77","11","503.85"
"2026-03-03","M Polo","Acceleration","QZT","5934","256","779.31","18","2963.58","4","314.99","705.1","871.08","2867","5","320.99","784.22","747.82","2966.43","4","297.63"
"2026-03-03","M Polo","Foundation","ZTC","7521","481","1475.35","30","8088.26","12","513.46","2142.43","1519.21","6718.77","10","537.21","1840.97","1456.77","8480.21","11","512.01"
"2026-03-03","M Polo","Foundation","YLMF","6294","325","669.14","25","5365.92","5","251.26","1441.31","768.65","5160.03","4","210","1613.91","726.48","5705.26","5","259.73"
"2026-03-03","M Polo","Foundation","QZT","4508","154","283.98","4","425.88","1","115.41","112.71","308.32","381.97","1","114.51","112.45","279.53","400.88","1","113.56"
"2026-03-03","M Polo","T-shirt","ZTC","4002","275","662.3","10","880.6","3","252.49","209.48","735.05","856.82","3","231.18","213.65","647.37","877.37","3","257.78"
"2026-03-03","M Polo","T-shirt","YLMF","3564","198","661.86","9","2083.94","2","297.5","575.74","726.66","2323.89","2","332.56","518.5","651.88","1924.11","2","297.78"
"2026-03-03","M Polo","T-shirt","QZT","2709","173","497.39","7","1497.14","2","225.4","478.42","460.71","1658.38","2","188.27","380.05","479.52","1569.43","2","203.52"
"2026-03-03","M Polo","Complemen","ZTC","2988","157","427.37","12","2454.11","4","188.62","776.63","390.23","2626.91","3","173.64","734.59","422.76","2601.65","4","176.17"
"2026-03-03","M Polo","Complemen","YLMF","2327","129","419.06","4","1196.19","1","138.75","353.94","410.85","1077.15","1","130.8","366.74","448.81","1175.37","1","134.92"
"2026-03-03","M Polo","Complemen","QZT","1784","93","317.83","5","492.28","1","157.7","143.3","308.13","506.83","1","151.14","151.3","331.39","523.22","1","171.61"
"2026-03-03","W Polo","Acceleration","ZTC","6598","227","391.87","15","3275.92","4","153.27","824.31","348.52","3207.58","4","142.39","781.41","429.06","3497.87","4","141.86"
"2026-03-03","W Polo","Acceleration","YLMF","5422","217","673.4","13","2324.97","4","322.35","679.05","693.09","2312.82","4","278.94","691.32","707.35","2240.51","4","340.04"
"2026-03-03","W Polo","Acceleration","QZT","3592","151","470.37","8","2363.13","2","188.45","535.4","534.24","2337.38","2","166.5","595.01","495.52","2446.01","2","193.6"
"2026-03-03","W Polo","Foundation","ZTC","6152","323","832.5","12","1253.99","3","286.34","284.62","715.52","1352.92","3","244.86","265.96","896.07","1192.72","3","298.96"
"2026-03-03","W Polo","Foundation","YLMF","4605","237","647.6","13","2968.37","2","232.93","803.67","646.96","2414.38","2","216.93","825.89","699.41","3245.02","2","211.2"
"2026-03-03","W Polo","Foundation","QZT","3439","207","529.4","10","1096.07","3","221.06","283.08","600.46","1030.57","3","178.36","267.96","558.35","1019.59","3","207.04"
"2026-03-04","M Polo","Acceleration","ZTC","9858","350","813.78","9","1294.49","3","283.24","418.23","841.78","1259.46","3","306.35","370.13","886.63","1384.64","3","279.14"
"2026-03-04","M Polo","Acceleration","YLMF","6160","308","937.83","11","2296.94","4","286.69","518.36","1001.65","2361.35","4","274.71","389.85","938.81","2221.39","4","287.33"
"2026-03-04","M Polo","Acceleration","QZT","5801","366","1094.59","28","4795.47","6","391.53","1435.07","1101.12","4299.26","7","393.23","1426.41","1117.12","5122.32","5","357.38"
"2026-03-04","M Polo","Foundation","ZTC","7331","410","750.24","31","5100.43","8","282.7","1713.13","764.49","5616.87","8","262.62","1702.5","730.03","4995.94","8","301.15"
"2026-03-04","M Polo","Foundation","YLMF","4953","153","307.31","7","1672.78","2","121.94","479.2","267.26","1625.62","2","122.62","381.81","300.29","1762.65","2","132.7"
"2026-03-04","M Polo","Foundation","QZT","4683","269","550.32","15","2891.94","4","204.86","600.35","608.36","2699.04","4","184.91","668.89","532.88","2867.14","4","216.48"
"2026-03-04","M Polo","T-shirt","ZTC","4239","266","806.33","15","3964.93","4","351.71","1011.99","762.45","4394.86","3","320.58","939.7","848.22","4252.19","4","363.54"
"2026-03-04","M Polo","T-shirt","YLMF","3325","194","327.41","7","1361.58","2","156.7","358.19","363.86","1508.36","2","140.9","290.88","329.16","1420.58","2","151.47"
"2026-03-04","M Polo","T-shirt","QZT","2781","189","535.43","8","2297.97","2","224.02","527.94","486.29","2299.92","2","236.62","481.51","564.97","2433.7","2","212.47"
"2026-03-04","M Polo","Complemen","ZTC","3094","185","323.1","10","2816.98","2","153.32","636.2","368.35","2755.98","2","127.21","518.74","331.78","2813.41","2","141.46"
"2026-03-04","M Polo","Complemen","YLMF","2605","173","352.89","7","1225.06","2","141.29","256.31","334.51","1405.42","2","147.07","240","344.68","1110.17","2","152.96"
"2026-03-04","M Polo","Complemen","QZT","1791","123","245.25","8","2095.32","3","112.51","474.45","280.21","2253.96","3","94.47","361.66","235.25","2161.23","3","107.83"
"2026-03-04","W Polo","Acceleration","ZTC","6995","457","764.93","34","5085.67","8","324.54","1369.86","785.67","4534.55","6","314.6","1301.85","764.69","5414.66","7","308.34"
"2026-03-04","W Polo","Acceleration","YLMF","5793","295","856.31","11","1144.1","2","338.42","253.44","845.17","1166.05","2","383.04","220.06","933.02","1049.09","2","316.35"
"2026-03-04","W Polo","Acceleration","QZT","3787","136","432.36","11","1616.85","3","183.8","407.53","398.18","1538.6","3","191.58","382.97","440.35","1750.72","3","194.1"
"2026-03-04","W Polo","Foundation","ZTC","4865","172","286.34","14","3140.44","4","120.88","995.07","317.23","3287.93","4","118.46","863.58","286.25","2855.14","4","116.7"
"2026-03-04","W Polo","Foundation","YLMF","4862","277","592.17","10","2091.69","4","186.62","718.51","658.37","2248.26","4","178.76","821.19","577.64","2238.29","4","187.2"
"2026-03-04","W Polo","Foundation","QZT","3493","238","748.4","7","1726.06","2","258.76","399.95","736.02","1944.7","2","282.43","450.64","722.42","1766.63","2","240.51"
"2026-03-05","M Polo","Acceleration","ZTC","8740","346","959.1","18","3747.66","4","289","767.26","1040.63","4149.98","4","264.36","844.71","988.24","3377.77","4","305.14"
"2026-03-05","M Polo","Acceleration","YLMF","7058","239","720.32","7","807.81","1","229.08","167.45","643.02","915","1","193.2","187.93","758.14","758.58","1","244.42"
"2026-03-05","M Polo","Acceleration","QZT","5388","293","648.88","23","2740.5","7","300.52","611.47","741.12","2775.17","6","333.35","597.41","655.12","2884.18","7","280.25"
"2026-03-05","M Polo","Foundation","ZTC","7268","370","818.53","8","1304.35","1","334.91","353.16","803.91","1180.42","1","374.32","385.3","801.52","1331.17","1","304.27"
"2026-03-05","M Polo","Foundation","YLMF","6459","296","540.88","20","3327.25","5","264.09","1158.09","490.1","3338.37","5","226.52","1134.83","558.71","3357.18","5","278.25"
"2026-03-05","M Polo","Foundation","QZT","3869","220","762.06","15","2037.83","4","352.3","567.58","816.36","1915.46","3","312.24","453.22","771.14","2171.46","4","354.06"
"2026-03-05","M Polo","T-shirt","ZTC","4311","193","346.7","8","884.39","1","132.77","179.41","314.5","853.05","1","120.47","196.68","368.21","823.28","1","121.73"
"2026-03-05","M Polo","T-shirt","YLMF","2982","200","303.14","7","1561.95","3","112.29","373.41","317.24","1793.9","3","118.94","289.88","295.63","1665.55","3","102.18"
"2026-03-05","M Polo","T-shirt","QZT","2250","84","237.54","4","331.53","1","98.2","106.57","206.43","275.59","1","86.01","117.09","248.93","362.14","1","89.1"
"2026-03-05","M Polo","Complemen","ZTC","2768","182","595.47","7","1857.22","2","273.44","404.39","592.58","1570.82","2","245.41","323.45","592.67","1691.82","2","290.72"
"2026-03-05","M Polo","Complemen","YLMF","2433","168","397.01","10","865.39","2","154.1","225.55","407.39","918.52","2","125.64","239.83","397.57","928.3","2","139.58"
"2026-03-05","M Polo","Complemen","QZT","1883","127","288.38","8","1023.24","2","136.57","246.27","290.91","967.5","2","134.64","277.19","308.02","1099.05","2","124.44"
"2026-03-05","W Polo","Acceleration","ZTC","7386","513","1507.69","21","3251.97","6","586.55","1092.81","1396.98","3493.09","5","484.55","1125.84","1610.54","3399.13","6","539.12"
"2026-03-05","W Polo","Acceleration","YLMF","5190","181","506.83","4","732.75","1","209.18","193.13","506.89","834.26","1","231.28","194.92","554.43","741.04","1","218.69"
"2026-03-05","W Polo","Acceleration","QZT","3744","244","790.55","15","2711.25","4","385.82","880.45","900.24","2990.02","4","335.2","952.2","825.46","2576.3","4","412.3"
"2026-03-05","W Polo","Foundation","ZTC","5049","303","776.44","24","4544.9","8","257.13","1534.89","855.6","4507.52","9","208.74","1523.83","833.56","4828.92","8","281.47"
"2026-03-05","W Polo","Foundation","YLMF","4205","269","844.2","12","1081","4","373.12","256.04","845.85","1039.69","3","328.17","260.82","844.99","1018.78","4","395.89"
"2026-03-05","W Polo","Foundation","QZT","3411","212","458.39","14","3828.6","3","202.99","1207.26","474.63","4229.1","3","219.08","1077.13","438.32","3971.37","3","217.42"
"2026-03-06","M Polo","Acceleration","ZTC","7904","364","562.54","17","2249.21","3","261.17","697.1","645.34","1953.71","2","272.09","569.71","552","2370.51","3","276.94"
"2026-03-06","M Polo","Acceleration","YLMF","6182","187","610.03","6","1182.4","2","195.82","349.98","596.8","1290.54","2","187.35","283.62","618.04","1153.62","2","208.2"
"2026-03-06","M Polo","Acceleration","QZT","4598","287","435.45","12","2116.66","4","175.03","428.36","486.24","1710.64","4","144.8","398.37","456.91","1984.87","4","176.91"
"2026-03-06","M Polo","Foundation","ZTC","8050","461","786.73","27","6223.22","9","380.42","1986.26","859.91","5443.34","7","342.28","2156.79","838.88","6488.06","9","369.15"
"2026-03-06","M Polo","Foundation","YLMF","5043","345","1203.21","16","3778.43","3","450.33","873.97","1254.95","3823.82","3","448.84","997.28","1173.88","3825.94","3","459.1"
"2026-03-06","M Polo","Foundation","QZT","4355","252","448.32","8","1413.24","1","142.65","404.8","465.55","1401.59","1","150.61","311.56","442.59","1529.2","1","131.18"
"2026-03-06","M Polo","T-shirt","ZTC","4420","173","536.88","5","602.08","1","239.65","158.55","462.91","517.01","1","211.22","171.7","513.46","602.92","1","227.3"
"2026-03-06","M Polo","T-shirt","YLMF","3195","98","207.48","3","666.13","1","99.71","218.66","181.44","695.16","1","96.45","215.96","208.24","675.68","1","107.28"
"2026-03-06","M Polo","T-shirt","QZT","2665","116","371.37","6","933.61","1","141.69","293.58","360.08","1030.65","1","130.4","313.63","380.95","1014.45","1","150.39"
"2026-03-06","M Polo","Complemen","ZTC","2448","161","344.95","12","3418.57","3","165.49","820.81","303.76","3622.19","3","187.09","762.22","369.62","3667.5","3","180.47"
"2026-03-06","M Polo","Complemen","YLMF","2269","84","257.35","6","1673.59","2","123.58","436.04","237.82","1371.39","2","120.98","376.9","251.84","1840.45","2","130.68"
"2026-03-06","M Polo","Complemen","QZT","1654","94","255.85","7","1580.42","1","125.47","365.31","236.02","1550.74","1","136.33","413.11","245.29","1672.42","1","134.08"
"2026-03-06","W Polo","Acceleration","ZTC","5618","339","723","8","809.01","1","277.68","225.85","762.96","717.77","1","295.63","243.11","746.61","857.86","1","286.52"
"2026-03-06","W Polo","Acceleration","YLMF","5111","192","552.75","4","1011.73","1","257.57","287.27","579.71","893.92","1","258.79","249.34","607.79","1002.97","1","254.62"
"2026-03-06","W Polo","Acceleration","QZT","3461","137","222.84","9","1237.42","3","75.35","325.53","254.82","1327.88","3","72.19","299.56","244.01","1312.96","3","72.23"
"2026-03-06","W Polo","Foundation","ZTC","5571","302","666.81","21","2930.13","6","264.92","796.99","653.49","3266.27","5","299.36","721.85","658.68","2751.03","6","258.2"
"2026-03-06","W Polo","Foundation","YLMF","4212","221","553.13","17","2075.96","5","221.13","597","604.19","1924.44","5","185.27","504.35","548.04","2071.21","5","199.11"
"2026-03-06","W Polo","Foundation","QZT","3135","201","347.27","11","2969.37","3","144.24","713.11","381.43","3040.8","2","139.51","702.86","357.43","2735.68","3","131.32"
"2026-03-07","M Polo","Acceleration","ZTC","10084","400","1202.05","17","2908.76","7","566.19","692.97","1188.67","2585.77","8","526.65","574.16","1255.04","2989.02","7","553.42"
"2026-03-07","M Polo","Acceleration","YLMF","8808","385","711.78","25","5045.1","10","345.16","1496.27","682.64","4049.01","9","288.96","1253.07","765.3","4966.94","11","323.4"
"2026-03-07","M Polo","Acceleration","QZT","6359","254","674.81","15","4425.95","6","237.36","1116.98","654.66","4109.3","6","264.31","1119.89","642.38","4360.52","6","223.21"
"2026-03-07","M Polo","Foundation","ZTC","8697","527","1832.82","19","5683.65","4","853.34","1765.42","1585.7","6435.59","4","727.08","1496.54","1856.53","5723.32","4","770"
"2026-03-07","M Polo","Foundation","YLMF","7429","339","531.25","22","6032.64","6","256.66","1586.65","475.97","6041.2","5","272.53","1654.58","583.93","5439.92","6","231.86"
"2026-03-07","M Polo","Foundation","QZT","4471","252","859.75","19","4555.19","7","386.96","1514.63","969.88","5152.84","8","336.72","1230.64","938.95","4176.64","7","396.23"
"2026-03-07","M Polo","T-shirt","ZTC","4384","138","436.68","6","1516.43","1","137.4","499.59","481.6","1597.18","1","157.5","438.35","477.4","1489.6","1","129.91"
"2026-03-07","M Polo","T-shirt","YLMF","3680","239","583.78","6","716.15","2","208.19","238.09","663.6","698.22","2","182.55","273.51","609.59","676.15","2","192.04"
"2026-03-07","M Polo","T-shirt","QZT","3326","229","530.52","13","2131.02","3","252.8","438.54","591.51","1872.16","3","281.34","435.64","582.88","2099.87","3","274.48"
"2026-03-07","M Polo","Complemen","ZTC","3505","134","468.29","7","1990.63","2","191.91","563.05","514.57","2162.75","2","196.75","612.82","451.59","1911.8","2","180.64"
"2026-03-07","M Polo","Complemen","YLMF","2307","110","274.97","6","1630.3","2","114.87","343.53","258.12","1429.01","2","131.66","305.38","282.2","1679.29","2","104.95"
"2026-03-07","M Polo","Complemen","QZT","2246","69","142.43","4","1162.63","1","67.21","237.6","144.66","1142.15","1","63.06","181.74","138.06","1261.61","1","65.89"
"2026-03-07","W Polo","Acceleration","ZTC","8397","584","1801.56","22","5743.8","7","687.69","1526.47","1873.59","5345.76","7","685.74","1439.19","1795.21","5566.73","7","725.91"
"2026-03-07","W Polo","Acceleration","YLMF","5357","223","525.29","13","1357.36","2","224.88","397.07","496.82","1093.62","2","233.13","338.86","506.1","1256.85","2","244.9"
"2026-03-07","W Polo","Acceleration","QZT","4586","259","458.39","17","1772.88","4","217.6","398.18","434.22","1423.32","4","209.55","309.79","450","1787.27","4","207.12"
"2026-03-07","W Polo","Foundation","ZTC","7080","393","1184","27","6982.11","10","391.17","2093.9","1185.33","7183.61","10","417.29","1884.33","1175.17","6791.96","11","394.05"
"2026-03-07","W Polo","Foundation","YLMF","5302","304","809.34","24","2192.74","9","332.52","583.27","878.95","1791.28","8","283.6","495.62","866.6","2044.39","10","365.72"
"2026-03-07","W Polo","Foundation","QZT","3305","164","261.92","5","1251.47","2","130.07","272.68","270.3","1303.03","2","122.35","308.07","277.29","1126.8","2","130.93"
"2026-03-08","M Polo","Acceleration","ZTC","9898","636","1078.64","23","6470.46","7","367.19","1641.67","924.96","7178.87","8","359.92","1398.32","1162.05","6528.15","7","358.05"
"2026-03-08","M Polo","Acceleration","YLMF","7139","463","1351.86","20","5779.6","8","567.27","1913.15","1329.56","5142.85","7","461.4","2075.57","1349.93","5517.13","8","591.79"
"2026-03-08","M Polo","Acceleration","QZT","5636","238","784.97","15","1886.29","5","368.37","600.49","843.6","2066.55","4","372.62","534.97","844.66","1932.56","5","373.82"
"2026-03-08","M Polo","Foundation","ZTC","8439","297","1037.99","8","1585.78","3","415.17","410.67","1028.68","1509.74","3","378.62","338.86","1073.35","1618.81","3","418.35"
"2026-03-08","M Polo","Foundation","YLMF","6686","264","853.24","15","4343.38","3","403.32","1260.07","776.69","3644.05","3","360.64","991.82","863.87","4573.03","3","384.23"
"2026-03-08","M Polo","Foundation","QZT","5355","191","456.99","10","2516.81","3","173.59","631.54","489.6","2337.07","2","167.37","615.4","453.61","2517.72","3","184.49"
"2026-03-08","M Polo","T-shirt","ZTC","4684","212","644.79","16","3432.32","3","210.72","965.87","613.15","3693.36","2","177.73","870.18","614.3","3123.91","3","228.61"
"2026-03-08","M Polo","T-shirt","YLMF","4333","210","577.4","16","3922.64","6","227.12","963.05","527.98","4101.56","6","192.16","968.76","620.19","4307.34","6","217.07"
"2026-03-08","M Polo","T-shirt","QZT","2630","119","328.62","5","563.21","1","119.11","115.17","323.09","572.17","1","104.27","102.99","329.41","617.35","1","122.36"
"2026-03-08","M Polo","Complemen","ZTC","3296","104","344.98","7","1419.95","2","124.47","417.66","334.3","1314.9","2","117.48","429.62","377.48","1282.88","2","114.47"
"2026-03-08","M Polo","Complemen","YLMF","2976","169","350.71","9","2011.4","2","127.13","684.58","330.39","1761.45","2","105.62","747.32","351.71","2152.81","2","114.5"
"2026-03-08","M Polo","Complemen","QZT","1894","129","406.91","6","1204.42","2","148.67","368.21","437.62","1267.1","2","151.14","386.22","426.57","1174.11","2","141.6"
"2026-03-08","W Polo","Acceleration","ZTC","7314","310","628.1","7","1840.11","2","263.32","619.93","581.29","1687.3","2","260.39","599.51","597.41","1821.83","2","273.5"
"2026-03-08","W Polo","Acceleration","YLMF","6172","202","529.71","12","1915.79","4","260.71","638.18","593.38","1976.43","3","237.47","621.46","547.79","1992.82","4","265.51"
